orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
170642 :: 1010 :: 301587 :: 202626 :: 2012-07-28 :: 1
170693 :: 1005 :: 306204 :: 247319 :: 2012-07-30 :: 1
170698 :: 1006 :: 310916 :: 272989 :: 2012-07-31 :: 1
170719 :: 1017 :: 302225 :: 218487 :: 2012-08-01 :: 1
170726 :: 1007 :: 308892 :: 278738 :: 2012-08-01 :: 1
170737 :: 1006 :: 303991 :: 288002 :: 2012-08-02 :: 1
170740 :: 1014 :: 301286 :: 277515 :: 2012-08-03 :: 1
170745 :: 1005 :: 311182 :: 277660 :: 2012-08-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
170747 :: 1007 :: 309557 :: 277363 :: 2012-08-03 :: 1
170752 :: 1011 :: 303928 :: 217468 :: 2012-08-04 :: 1
170794 :: 1010 :: 302360 :: 287694 :: 2012-08-06 :: 1
170801 :: 1002 :: 302290 :: 204144 :: 2012-08-07 :: 1
170807 :: 1016 :: 309566 :: 218987 :: 2012-08-07 :: 1
170822 :: 1015 :: 301998 :: 253838 :: 2012-08-08 :: 1
170824 :: 1011 :: 305577 :: 217939 :: 2012-08-08 :: 1
170835 :: 1017 :: 313438 :: 274173 :: 2012-08-09 :: 1
170843 :: 1016 :: 303996 :: 220296 :: 2012-08-09 :: 1
170852 :: 1013 :: 312545 :: 286526 :: 2012-08-10 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
170853 :: 1010 :: 306712 :: 283391 :: 2012-08-10 :: 1
170885 :: 1003 :: 312878 :: 242887 :: 2012-08-12 :: 1
170896 :: 1013 :: 308675 :: 279147 :: 2012-08-13 :: 1
170900 :: 1010 :: 313194 :: 256379 :: 2012-08-13 :: 1
170923 :: 1016 :: 312342 :: 276682 :: 2012-08-15 :: 1
170986 :: 1001 :: 308366 :: 227177 :: 2012-08-19 :: 1
170996 :: 1007 :: 307160 :: 201092 :: 2012-08-19 :: 1
171000 :: 1013 :: 314293 :: 251634 :: 2012-08-19 :: 1
171001 :: 1008 :: 313334 :: 286962 :: 2012-08-19 :: 1
171014 :: 1010 :: 307455 :: 272922 :: 2012-08-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
171039 :: 1003 :: 308038 :: 206831 :: 2012-08-22 :: 1
171040 :: 1018 :: 305652 :: 208088 :: 2012-08-23 :: 1
171057 :: 1018 :: 301496 :: 274013 :: 2012-08-24 :: 1
171059 :: 1007 :: 309644 :: 209417 :: 2012-08-24 :: 1
171060 :: 1015 :: 304449 :: 279652 :: 2012-08-24 :: 1
171061 :: 1007 :: 306305 :: 251244 :: 2012-08-24 :: 1
171067 :: 1003 :: 304710 :: 239065 :: 2012-08-25 :: 1
171073 :: 1016 :: 309440 :: 266711 :: 2012-08-25 :: 1
171131 :: 1017 :: 302826 :: 244384 :: 2012-08-29 :: 1
171135 :: 1006 :: 302505 :: 213876 :: 2012-08-29 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
171147 :: 1006 :: 300963 :: 284026 :: 2012-08-30 :: 1
171156 :: 1008 :: 313066 :: 267827 :: 2012-08-31 :: 1
171157 :: 1002 :: 308968 :: 227476 :: 2012-08-31 :: 1
171159 :: 1004 :: 314968 :: 277745 :: 2012-08-31 :: 1
171169 :: 1004 :: 303463 :: 231675 :: 2012-09-01 :: 1
171203 :: 1016 :: 308179 :: 234422 :: 2012-09-04 :: 1
171209 :: 1007 :: 314726 :: 251058 :: 2012-09-04 :: 1
171246 :: 1018 :: 300493 :: 249511 :: 2012-09-07 :: 1
171248 :: 1004 :: 309481 :: 228714 :: 2012-09-07 :: 1
171257 :: 1010 :: 301276 :: 261675 :: 2012-09-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
171282 :: 1013 :: 312286 :: 278672 :: 2012-09-09 :: 1
171288 :: 1013 :: 310454 :: 274178 :: 2012-09-10 :: 1
171318 :: 1001 :: 307890 :: 263124 :: 2012-09-12 :: 1
171362 :: 1008 :: 307149 :: 249400 :: 2012-09-15 :: 1
171381 :: 1009 :: 313615 :: 243933 :: 2012-09-16 :: 1
171391 :: 1002 :: 309175 :: 262625 :: 2012-09-17 :: 1
171394 :: 1010 :: 304647 :: 214194 :: 2012-09-17 :: 1
171396 :: 1010 :: 302220 :: 255306 :: 2012-09-17 :: 1
171432 :: 1013 :: 302477 :: 263741 :: 2012-09-20 :: 1
171435 :: 1015 :: 314200 :: 280495 :: 2012-09-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
171438 :: 1004 :: 309287 :: 221811 :: 2012-09-20 :: 1
171440 :: 1001 :: 302771 :: 286581 :: 2012-09-20 :: 1
171449 :: 1005 :: 304787 :: 239414 :: 2012-09-21 :: 1
171476 :: 1007 :: 310909 :: 201883 :: 2012-09-23 :: 1
171481 :: 1018 :: 300374 :: 259036 :: 2012-09-23 :: 1
171560 :: 1007 :: 301027 :: 214501 :: 2012-09-28 :: 1
171566 :: 1013 :: 312970 :: 230508 :: 2012-09-29 :: 1
171593 :: 1005 :: 302386 :: 221680 :: 2012-09-30 :: 1
171599 :: 1011 :: 301674 :: 225937 :: 2012-10-01 :: 1
171611 :: 1001 :: 305212 :: 202174 :: 2012-10-01 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
171618 :: 1015 :: 310332 :: 250504 :: 2012-10-02 :: 1
171637 :: 1011 :: 302183 :: 221356 :: 2012-10-03 :: 1
171655 :: 1013 :: 304606 :: 280052 :: 2012-10-04 :: 1
171691 :: 1008 :: 313586 :: 252313 :: 2012-10-06 :: 1
171703 :: 1018 :: 310191 :: 277995 :: 2012-10-07 :: 1
171706 :: 1017 :: 301830 :: 237572 :: 2012-10-08 :: 1
171734 :: 1008 :: 311083 :: 278423 :: 2012-10-10 :: 1
171762 :: 1001 :: 312288 :: 240079 :: 2012-10-12 :: 1
171772 :: 1007 :: 308817 :: 255308 :: 2012-10-12 :: 1
171775 :: 1002 :: 308603 :: 239583 :: 2012-10-13 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
171794 :: 1013 :: 314721 :: 239518 :: 2012-10-14 :: 1
171796 :: 1001 :: 310313 :: 271256 :: 2012-10-14 :: 1
171802 :: 1006 :: 301292 :: 273289 :: 2012-10-14 :: 1
171806 :: 1016 :: 307725 :: 200673 :: 2012-10-15 :: 1
171849 :: 1001 :: 313122 :: 207288 :: 2012-10-17 :: 1
171864 :: 1012 :: 314182 :: 246216 :: 2012-10-18 :: 1
171878 :: 1002 :: 308911 :: 258666 :: 2012-10-19 :: 1
171888 :: 1015 :: 303634 :: 266000 :: 2012-10-20 :: 1
171898 :: 1011 :: 313029 :: 277386 :: 2012-10-21 :: 1
171916 :: 1008 :: 313261 :: 277195 :: 2012-10-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
171920 :: 1002 :: 311513 :: 228842 :: 2012-10-23 :: 1
171931 :: 1011 :: 309017 :: 281148 :: 2012-10-24 :: 1
171942 :: 1005 :: 307567 :: 273709 :: 2012-10-25 :: 1
172006 :: 1006 :: 314978 :: 235392 :: 2012-10-29 :: 1
172012 :: 1005 :: 306979 :: 223825 :: 2012-10-30 :: 1
172026 :: 1008 :: 313119 :: 207652 :: 2012-10-30 :: 1
172036 :: 1013 :: 301214 :: 226333 :: 2012-10-31 :: 1
172051 :: 1001 :: 311325 :: 203459 :: 2012-11-01 :: 1
172070 :: 1003 :: 306917 :: 220706 :: 2012-11-03 :: 1
172158 :: 1008 :: 302758 :: 202312 :: 2012-11-09 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
172160 :: 1002 :: 312169 :: 285439 :: 2012-11-09 :: 1
172175 :: 1006 :: 308689 :: 247006 :: 2012-11-10 :: 1
172179 :: 1001 :: 301108 :: 205334 :: 2012-11-10 :: 1
172183 :: 1013 :: 311381 :: 212948 :: 2012-11-10 :: 1
172184 :: 1011 :: 304280 :: 209281 :: 2012-11-10 :: 1
172195 :: 1012 :: 300853 :: 202830 :: 2012-11-11 :: 1
172254 :: 1017 :: 314985 :: 202146 :: 2012-11-14 :: 1
172256 :: 1012 :: 303511 :: 262970 :: 2012-11-14 :: 1
172272 :: 1006 :: 301091 :: 269464 :: 2012-11-15 :: 1
172282 :: 1014 :: 305569 :: 258284 :: 2012-11-16 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
172310 :: 1013 :: 301981 :: 258181 :: 2012-11-17 :: 1
172325 :: 1002 :: 307242 :: 209253 :: 2012-11-18 :: 1
172326 :: 1016 :: 309058 :: 222773 :: 2012-11-18 :: 1
172350 :: 1016 :: 313845 :: 249828 :: 2012-11-19 :: 1
172353 :: 1013 :: 311175 :: 278975 :: 2012-11-20 :: 1
172361 :: 1017 :: 313068 :: 203586 :: 2012-11-20 :: 1
172373 :: 1011 :: 311497 :: 259612 :: 2012-11-21 :: 1
172420 :: 1016 :: 304116 :: 211570 :: 2012-11-24 :: 1
172455 :: 1006 :: 305126 :: 200100 :: 2012-11-26 :: 1
172457 :: 1017 :: 314649 :: 244096 :: 2012-11-26 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
172468 :: 1004 :: 308626 :: 207521 :: 2012-11-27 :: 1
172478 :: 1004 :: 306185 :: 251360 :: 2012-11-28 :: 1
172496 :: 1016 :: 308647 :: 277429 :: 2012-11-28 :: 1
172509 :: 1005 :: 303940 :: 209549 :: 2012-11-29 :: 1
172522 :: 1007 :: 309981 :: 258923 :: 2012-11-30 :: 1
172545 :: 1004 :: 308005 :: 275582 :: 2012-12-02 :: 1
172563 :: 1004 :: 304830 :: 278129 :: 2012-12-03 :: 1
172573 :: 1002 :: 310620 :: 201855 :: 2012-12-03 :: 1
172582 :: 1012 :: 307869 :: 223310 :: 2012-12-04 :: 1
172604 :: 1016 :: 314266 :: 227176 :: 2012-12-05 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
172617 :: 1010 :: 313148 :: 233557 :: 2012-12-06 :: 1
172643 :: 1014 :: 309129 :: 274093 :: 2012-12-08 :: 1
172649 :: 1003 :: 312221 :: 236006 :: 2012-12-09 :: 1
172654 :: 1006 :: 312436 :: 240033 :: 2012-12-09 :: 1
172666 :: 1012 :: 313276 :: 272922 :: 2012-12-10 :: 1
172685 :: 1004 :: 305415 :: 239065 :: 2012-12-11 :: 1
172693 :: 1011 :: 303849 :: 224581 :: 2012-12-12 :: 1
172699 :: 1002 :: 302738 :: 267435 :: 2012-12-12 :: 1
172700 :: 1008 :: 310296 :: 274637 :: 2012-12-12 :: 1
172747 :: 1012 :: 310976 :: 262463 :: 2012-12-15 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
172752 :: 1014 :: 300070 :: 240079 :: 2012-12-16 :: 1
172767 :: 1011 :: 313456 :: 260034 :: 2012-12-17 :: 1
172770 :: 1018 :: 312309 :: 218552 :: 2012-12-17 :: 1
172777 :: 1002 :: 302843 :: 238445 :: 2012-12-17 :: 1
172779 :: 1014 :: 306840 :: 229035 :: 2012-12-17 :: 1
172814 :: 1017 :: 313168 :: 206248 :: 2012-12-19 :: 1
172862 :: 1001 :: 305694 :: 210638 :: 2012-12-23 :: 1
172915 :: 1015 :: 300135 :: 233631 :: 2012-12-26 :: 1
172921 :: 1004 :: 305064 :: 278061 :: 2012-12-27 :: 1
172923 :: 1003 :: 306501 :: 287240 :: 2012-12-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
172942 :: 1001 :: 314140 :: 257037 :: 2012-12-28 :: 1
172961 :: 1013 :: 301726 :: 210705 :: 2012-12-29 :: 1
172990 :: 1003 :: 313794 :: 229317 :: 2012-12-31 :: 1
173003 :: 1003 :: 300072 :: 204984 :: 2012-12-31 :: 1
173060 :: 1001 :: 300432 :: 272440 :: 2013-01-03 :: 1
173065 :: 1006 :: 307388 :: 271099 :: 2013-01-04 :: 1
173073 :: 1015 :: 309933 :: 267187 :: 2013-01-04 :: 1
173076 :: 1001 :: 301248 :: 231741 :: 2013-01-04 :: 1
173078 :: 1013 :: 310114 :: 218548 :: 2013-01-04 :: 1
173080 :: 1007 :: 309224 :: 288897 :: 2013-01-04 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
173109 :: 1013 :: 303138 :: 231697 :: 2013-01-06 :: 1
173123 :: 1015 :: 303357 :: 205965 :: 2013-01-08 :: 1
173136 :: 1015 :: 304260 :: 250057 :: 2013-01-08 :: 1
173137 :: 1009 :: 306147 :: 230752 :: 2013-01-08 :: 1
173154 :: 1009 :: 309137 :: 286048 :: 2013-01-10 :: 1
173253 :: 1001 :: 302059 :: 271038 :: 2013-01-15 :: 1
173262 :: 1012 :: 308374 :: 269660 :: 2013-01-15 :: 1
173287 :: 1011 :: 302548 :: 244132 :: 2013-01-17 :: 1
173322 :: 1017 :: 311843 :: 257522 :: 2013-01-20 :: 1
173329 :: 1004 :: 307691 :: 258496 :: 2013-01-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
173356 :: 1008 :: 308427 :: 203620 :: 2013-01-22 :: 1
173380 :: 1003 :: 300207 :: 200213 :: 2013-01-23 :: 1
173405 :: 1009 :: 313578 :: 221976 :: 2013-01-25 :: 1
173444 :: 1010 :: 310836 :: 271036 :: 2013-01-26 :: 1
173463 :: 1012 :: 314646 :: 252339 :: 2013-01-28 :: 1
173464 :: 1007 :: 310757 :: 289152 :: 2013-01-28 :: 1
173468 :: 1011 :: 304844 :: 269252 :: 2013-01-29 :: 1
173478 :: 1018 :: 301603 :: 281389 :: 2013-01-30 :: 1
173541 :: 1001 :: 305254 :: 215025 :: 2013-02-03 :: 1
173552 :: 1002 :: 304022 :: 233211 :: 2013-02-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
173556 :: 1015 :: 314740 :: 263064 :: 2013-02-04 :: 1
173559 :: 1004 :: 310912 :: 266875 :: 2013-02-04 :: 1
173567 :: 1013 :: 307861 :: 220518 :: 2013-02-04 :: 1
173586 :: 1012 :: 304501 :: 237703 :: 2013-02-05 :: 1
173594 :: 1012 :: 308098 :: 212064 :: 2013-02-06 :: 1
173598 :: 1006 :: 314140 :: 273267 :: 2013-02-06 :: 1
173605 :: 1002 :: 314566 :: 204776 :: 2013-02-06 :: 1
173622 :: 1011 :: 304928 :: 216866 :: 2013-02-07 :: 1
173627 :: 1015 :: 313244 :: 240878 :: 2013-02-07 :: 1
173638 :: 1009 :: 300870 :: 215815 :: 2013-02-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
173649 :: 1005 :: 314315 :: 241569 :: 2013-02-09 :: 1
173685 :: 1005 :: 309986 :: 257766 :: 2013-02-11 :: 1
173692 :: 1005 :: 311384 :: 277998 :: 2013-02-12 :: 1
173694 :: 1008 :: 312334 :: 227073 :: 2013-02-12 :: 1
173698 :: 1002 :: 306428 :: 204664 :: 2013-02-12 :: 1
173699 :: 1001 :: 302144 :: 284714 :: 2013-02-12 :: 1
173703 :: 1018 :: 305797 :: 204082 :: 2013-02-12 :: 1
173704 :: 1001 :: 309264 :: 219593 :: 2013-02-12 :: 1
173705 :: 1001 :: 303927 :: 275447 :: 2013-02-13 :: 1
173735 :: 1002 :: 304758 :: 256393 :: 2013-02-14 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
173750 :: 1005 :: 300374 :: 209223 :: 2013-02-15 :: 1
173802 :: 1003 :: 304206 :: 202793 :: 2013-02-18 :: 1
173877 :: 1015 :: 302619 :: 242119 :: 2013-02-23 :: 1
173888 :: 1007 :: 303258 :: 232641 :: 2013-02-23 :: 1
173891 :: 1009 :: 304981 :: 258168 :: 2013-02-23 :: 1
173919 :: 1003 :: 303998 :: 247462 :: 2013-02-25 :: 1
173928 :: 1005 :: 300476 :: 208960 :: 2013-02-25 :: 1
173979 :: 1017 :: 305611 :: 265293 :: 2013-02-28 :: 1
173997 :: 1015 :: 310122 :: 203646 :: 2013-03-01 :: 1
173998 :: 1013 :: 309837 :: 219434 :: 2013-03-01 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
174066 :: 1016 :: 309599 :: 222572 :: 2013-03-05 :: 1
174076 :: 1010 :: 301736 :: 224465 :: 2013-03-06 :: 1
174136 :: 1014 :: 301686 :: 248871 :: 2013-03-10 :: 1
174141 :: 1007 :: 302947 :: 260303 :: 2013-03-10 :: 1
174149 :: 1003 :: 311567 :: 257153 :: 2013-03-11 :: 1
174162 :: 1010 :: 303936 :: 272847 :: 2013-03-12 :: 1
174181 :: 1005 :: 300116 :: 275178 :: 2013-03-13 :: 1
174195 :: 1012 :: 312648 :: 272423 :: 2013-03-14 :: 1
174197 :: 1011 :: 300942 :: 237115 :: 2013-03-14 :: 1
174221 :: 1004 :: 306762 :: 211280 :: 2013-03-16 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
174241 :: 1010 :: 310557 :: 243389 :: 2013-03-17 :: 1
174250 :: 1016 :: 309253 :: 251816 :: 2013-03-18 :: 1
174266 :: 1007 :: 301139 :: 232655 :: 2013-03-18 :: 1
174288 :: 1015 :: 309150 :: 259516 :: 2013-03-19 :: 1
174308 :: 1017 :: 307870 :: 277489 :: 2013-03-21 :: 1
174330 :: 1006 :: 310040 :: 203114 :: 2013-03-22 :: 1
174332 :: 1012 :: 314965 :: 236355 :: 2013-03-22 :: 1
174348 :: 1013 :: 301210 :: 205429 :: 2013-03-23 :: 1
174350 :: 1001 :: 314077 :: 233998 :: 2013-03-24 :: 1
174370 :: 1006 :: 306769 :: 269522 :: 2013-03-25 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
174394 :: 1008 :: 301223 :: 227879 :: 2013-03-26 :: 1
174466 :: 1016 :: 310760 :: 269546 :: 2013-04-01 :: 1
174483 :: 1001 :: 301038 :: 205296 :: 2013-04-01 :: 1
174494 :: 1004 :: 313790 :: 220737 :: 2013-04-02 :: 1
174518 :: 1014 :: 306224 :: 226252 :: 2013-04-04 :: 1
174523 :: 1004 :: 313562 :: 272047 :: 2013-04-04 :: 1
174525 :: 1008 :: 312871 :: 211228 :: 2013-04-04 :: 1
174539 :: 1009 :: 310755 :: 250081 :: 2013-04-05 :: 1
174557 :: 1010 :: 300878 :: 262167 :: 2013-04-06 :: 1
174567 :: 1005 :: 305662 :: 266245 :: 2013-04-07 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
174571 :: 1006 :: 304577 :: 288372 :: 2013-04-07 :: 1
174583 :: 1012 :: 304086 :: 272925 :: 2013-04-08 :: 1
174599 :: 1005 :: 300112 :: 240714 :: 2013-04-09 :: 1
174604 :: 1014 :: 306278 :: 272661 :: 2013-04-09 :: 1
174619 :: 1014 :: 311355 :: 270036 :: 2013-04-10 :: 1
174662 :: 1002 :: 305656 :: 234026 :: 2013-04-13 :: 1
174671 :: 1010 :: 301681 :: 245533 :: 2013-04-13 :: 1
174697 :: 1002 :: 301870 :: 248497 :: 2013-04-15 :: 1
174735 :: 1013 :: 308826 :: 270003 :: 2013-04-18 :: 1
174736 :: 1006 :: 306172 :: 246913 :: 2013-04-18 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
174753 :: 1001 :: 300067 :: 215292 :: 2013-04-19 :: 1
174761 :: 1017 :: 305159 :: 254618 :: 2013-04-19 :: 1
174765 :: 1001 :: 310713 :: 221051 :: 2013-04-20 :: 1
174773 :: 1015 :: 306590 :: 262726 :: 2013-04-20 :: 1
174789 :: 1001 :: 309564 :: 256660 :: 2013-04-22 :: 1
174810 :: 1001 :: 300551 :: 247263 :: 2013-04-23 :: 1
174829 :: 1014 :: 310688 :: 211126 :: 2013-04-24 :: 1
174834 :: 1001 :: 312311 :: 239033 :: 2013-04-24 :: 1
174854 :: 1014 :: 314475 :: 232146 :: 2013-04-26 :: 1
174862 :: 1009 :: 307796 :: 277372 :: 2013-04-26 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
174902 :: 1017 :: 306654 :: 215437 :: 2013-04-30 :: 1
174913 :: 1012 :: 314892 :: 260713 :: 2013-04-30 :: 1
174971 :: 1002 :: 313281 :: 272923 :: 2013-05-04 :: 1
174978 :: 1005 :: 312836 :: 251446 :: 2013-05-04 :: 1
175000 :: 1006 :: 308503 :: 201680 :: 2013-05-06 :: 1
175004 :: 1004 :: 301652 :: 252257 :: 2013-05-06 :: 1
175009 :: 1002 :: 306417 :: 269903 :: 2013-05-06 :: 1
175018 :: 1001 :: 305621 :: 200360 :: 2013-05-07 :: 1
175023 :: 1016 :: 304552 :: 233016 :: 2013-05-07 :: 1
175037 :: 1018 :: 307285 :: 242571 :: 2013-05-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
175080 :: 1006 :: 308584 :: 278828 :: 2013-05-11 :: 1
175081 :: 1009 :: 305317 :: 210912 :: 2013-05-11 :: 1
175098 :: 1003 :: 306869 :: 215669 :: 2013-05-13 :: 1
175111 :: 1001 :: 314051 :: 242854 :: 2013-05-13 :: 1
175149 :: 1007 :: 307241 :: 284750 :: 2013-05-16 :: 1
175180 :: 1005 :: 314601 :: 264303 :: 2013-05-18 :: 1
175181 :: 1005 :: 306042 :: 232678 :: 2013-05-18 :: 1
175202 :: 1010 :: 303050 :: 249084 :: 2013-05-20 :: 1
175261 :: 1004 :: 300172 :: 208838 :: 2013-05-24 :: 1
175266 :: 1011 :: 305742 :: 268442 :: 2013-05-24 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
175279 :: 1001 :: 313209 :: 233693 :: 2013-05-25 :: 1
175318 :: 1001 :: 300379 :: 283172 :: 2013-05-27 :: 1
175352 :: 1017 :: 312382 :: 202038 :: 2013-05-29 :: 1
175386 :: 1002 :: 301075 :: 214551 :: 2013-05-31 :: 1
175388 :: 1014 :: 302159 :: 232656 :: 2013-05-31 :: 1
175408 :: 1002 :: 310892 :: 271745 :: 2013-06-02 :: 1
175411 :: 1007 :: 313607 :: 204816 :: 2013-06-02 :: 1
175446 :: 1006 :: 304881 :: 259358 :: 2013-06-04 :: 1
175480 :: 1002 :: 309459 :: 272801 :: 2013-06-07 :: 1
175536 :: 1016 :: 312793 :: 258591 :: 2013-06-10 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
175570 :: 1016 :: 311590 :: 279809 :: 2013-06-13 :: 1
175575 :: 1014 :: 301154 :: 227259 :: 2013-06-13 :: 1
175580 :: 1018 :: 303150 :: 259879 :: 2013-06-13 :: 1
175642 :: 1011 :: 300111 :: 208188 :: 2013-06-18 :: 1
175678 :: 1015 :: 308345 :: 275215 :: 2013-06-20 :: 1
175683 :: 1013 :: 301206 :: 272921 :: 2013-06-21 :: 1
175690 :: 1001 :: 314025 :: 258346 :: 2013-06-21 :: 1
175715 :: 1009 :: 305189 :: 204401 :: 2013-06-23 :: 1
175721 :: 1007 :: 307379 :: 262342 :: 2013-06-23 :: 1
175776 :: 1011 :: 300708 :: 203849 :: 2013-06-28 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
175780 :: 1009 :: 308501 :: 277538 :: 2013-06-28 :: 1
175808 :: 1005 :: 300432 :: 227847 :: 2013-06-30 :: 1
175827 :: 1015 :: 305628 :: 249841 :: 2013-07-01 :: 1
175834 :: 1003 :: 314021 :: 238229 :: 2013-07-02 :: 1
175839 :: 1016 :: 302555 :: 269304 :: 2013-07-02 :: 1
175925 :: 1008 :: 302090 :: 202092 :: 2013-07-07 :: 1
175932 :: 1013 :: 301374 :: 216870 :: 2013-07-07 :: 1
175938 :: 1006 :: 313351 :: 269089 :: 2013-07-08 :: 1
175943 :: 1001 :: 300167 :: 261540 :: 2013-07-08 :: 1
175978 :: 1017 :: 314637 :: 224163 :: 2013-07-12 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
175985 :: 1007 :: 310151 :: 216297 :: 2013-07-12 :: 1
175990 :: 1003 :: 312260 :: 287451 :: 2013-07-13 :: 1
176014 :: 1001 :: 312703 :: 274517 :: 2013-07-15 :: 1
176029 :: 1006 :: 309350 :: 222845 :: 2013-07-16 :: 1
176033 :: 1006 :: 309509 :: 252949 :: 2013-07-16 :: 1
176043 :: 1017 :: 309767 :: 267206 :: 2013-07-16 :: 1
176064 :: 1011 :: 300263 :: 226500 :: 2013-07-18 :: 1
176084 :: 1008 :: 314924 :: 268569 :: 2013-07-19 :: 1
176092 :: 1015 :: 312157 :: 276421 :: 2013-07-20 :: 1
176094 :: 1005 :: 314019 :: 276587 :: 2013-07-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
176095 :: 1017 :: 307527 :: 263063 :: 2013-07-20 :: 1
176097 :: 1017 :: 312405 :: 204218 :: 2013-07-20 :: 1
176135 :: 1017 :: 311235 :: 253324 :: 2013-07-23 :: 1
176137 :: 1006 :: 302218 :: 264499 :: 2013-07-23 :: 1
176151 :: 1009 :: 304088 :: 223279 :: 2013-07-23 :: 1
176155 :: 1011 :: 310499 :: 256544 :: 2013-07-24 :: 1
176207 :: 1007 :: 302744 :: 286568 :: 2013-07-27 :: 1
176209 :: 1008 :: 301776 :: 223993 :: 2013-07-27 :: 1
176237 :: 1018 :: 306310 :: 207254 :: 2013-07-28 :: 1
176250 :: 1001 :: 301027 :: 211650 :: 2013-07-29 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
176258 :: 1012 :: 306790 :: 208590 :: 2013-07-30 :: 1
176278 :: 1002 :: 308463 :: 229450 :: 2013-07-31 :: 1
176281 :: 1004 :: 303897 :: 289609 :: 2013-08-01 :: 1
176334 :: 1005 :: 300427 :: 261035 :: 2013-08-04 :: 1
176336 :: 1014 :: 314035 :: 245679 :: 2013-08-04 :: 1
176409 :: 1017 :: 309766 :: 269096 :: 2013-08-09 :: 1
176415 :: 1013 :: 304601 :: 288352 :: 2013-08-09 :: 1
176427 :: 1014 :: 306275 :: 253749 :: 2013-08-10 :: 1
176428 :: 1006 :: 301974 :: 248309 :: 2013-08-10 :: 1
176445 :: 1013 :: 304202 :: 257918 :: 2013-08-11 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
176449 :: 1018 :: 309903 :: 286807 :: 2013-08-11 :: 1
176461 :: 1010 :: 312406 :: 284065 :: 2013-08-12 :: 1
176462 :: 1016 :: 305823 :: 226350 :: 2013-08-12 :: 1
176468 :: 1015 :: 301907 :: 236004 :: 2013-08-13 :: 1
176469 :: 1010 :: 314525 :: 275625 :: 2013-08-13 :: 1
176472 :: 1007 :: 312349 :: 203408 :: 2013-08-13 :: 1
176501 :: 1012 :: 313115 :: 263492 :: 2013-08-15 :: 1
176506 :: 1011 :: 307951 :: 221573 :: 2013-08-15 :: 1
